,Abastecimento de Água - Nível de Atendimento - Censo Demográfico (Em %),Coleta de Lixo - Nível de Atendimento - Censo Demográfico (Em %),Esgoto Sanitário - Nível de Atendimento - Censo Demográfico (Em %),Consumo de Energia Elétrica - Total (Em MWh),Consumo de Energia Elétrica - Industrial (Em MWh),Consumo de Energia Elétrica -  Comércio e Serviços (Em MWh),Consumo de Energia Elétrica - Rural (Em MWh),Consumo de Energia Elétrica - Residencial (Em MWh),Consumo de Energia Elétrica - Iluminação e Serviços Públicos e Outros (Em MWh),Taxa Geométrica de Crescimento Anual da População - 2010/2020 (Em % a.a.),Empregos Formais de Homens ,Empregos Formais de Mulheres ,Empregos Formais das Pessoas de até 24 Anos ,Empregos Formais das Pessoas de 25 a 39 Anos ,Empregos Formais das Pessoas de 40 a 59 Anos ,Empregos Formais das Pessoas de 60 Anos e Mais ,Empregos Formais das Pessoas com Ensino Fundamental Incompleto ,Empregos Formais das Pessoas com Ensino Fundamental Completo ,Empregos Formais das Pessoas com Ensino Médio Completo ,Empregos Formais das Pessoas com Ensino Superior Completo ,Empregos Formais da Agricultura. Pecuária. Produção Florestal. Pesca e Aquicultura ,Empregos Formais da Indústria ,Empregos Formais da Construção ,Empregos Formais do Comércio Atacadista e Varejista e do Comércio e Reparação de Veículos Automotores e Motocicletas ,Empregos Formais dos Serviços ,Participação dos Empregos Formais da Agricultura. Pecuária. Produção Florestal. Pesca e Aquicultura no Total de Empregos Formais (Em %),Participação dos Empregos Formais da Indústria no Total de Empregos Formais (Em %),Participação dos Empregos Formais da Construção no Total de Empregos Formais (Em %),Participação dos Empregos Formais do Comércio Atacadista e Varejista e do Comércio e Reparação de Veículos Automotores e Motocicletas no Total de Empregos Formais (Em %),Participação dos Empregos Formais dos Serviços no Total de Empregos Formais (Em %),Frota de Veículos - Total ,Número de Habitantes por Total de Veículos ,Frota de Automóveis ,Número de Habitantes por Automóvel ,Frota de Ônibus ,Frota de Caminhões ,Frota de Reboques ,Frota de Motocicletas e Assemelhados ,Frota de Microônibus e Camionetas ,Frota de Veículos de Outro Tipo ,Índice de Desenvolvimento Humano Municipal - IDHM ,Índice de Desenvolvimento Humano Municipal - IDHM - Ranking dos Municípios ,Índice de Desenvolvimento Humano Municipal - IDHM Longevidade ,Índice de Desenvolvimento Humano Municipal - IDHM Educação ,Índice de Desenvolvimento Humano Municipal - IDHM Renda ,Índice Paulista de Responsabilidade Social - IPRS - Dimensão Riqueza ,Índice Paulista de Responsabilidade Social - IPRS - Dimensão Longevidade ,Índice Paulista de Responsabilidade Social - IPRS - Dimensão Escolaridade ,Leitos de Internação ,Leitos de Internação (Coeficiente por mil habitantes),Leitos SUS ,Leitos SUS (Coeficiente por mil habitantes),Taxa de Natalidade (Por mil habitantes),Taxa de Fecundidade Geral (Por mil mulheres entre 15 e 49 anos),Índice de Envelhecimento (Em %),Óbitos Gerais (por local de residência) ,Taxa de Mortalidade Geral (por local de residência) (Por mil habitantes),Óbitos da População de 15 a 34 Anos ,Taxa de Mortalidade da População de 15 a 34 Anos (Por cem mil habitantes nessa faixa etária),Óbitos da População de 60 Anos e Mais ,Taxa de Mortalidade da População de 60 Anos e Mais (Por cem mil habitantes nessa faixa etária),PIB (Em mil reais correntes),PIB per Capita (Em reais correntes),Participação no PIB do Estado (Em %),População ,População Masculina ,População Feminina ,Razão de Sexos ,População Urbana ,População Rural ,Grau de Urbanização (Em %),População de 0 a 3 Anos ,População de 4 a 6 Anos ,População de 6 Anos ,População de 7 a 10 Anos ,População de 11 a 14 Anos ,População de 15 a 17 Anos ,População de 18 a 19 Anos ,Auxiliares de Enfermagem Registrados no COREN/SP ,Auxiliares de Enfermagem Registrados no COREN/SP (Coeficiente por mil habitantes),Dentistas Registrados no CRO/SP ,Dentistas Registrados no CRO/SP (Coeficiente por dois mil habitantes),Enfermeiros Registrados no COREN/SP ,Enfermeiros Registrados no COREN/SP (Coeficiente por mil habitantes),Fonoaudiólogos registrados no CRFa/SP ,Fonoaudiólogos registrados no CRFa/SP (Coeficiente por mil habitantes),Médicos Registrados no CRM/SP ,Médicos Registrados no CRM/SP (Coeficiente por mil habitantes),Técnicos de Enfermagem Registrados no COREN/SP ,Técnicos de Enfermagem Registrados no COREN/SP (Coeficiente por mil habitantes),Técnicos de Prótese Dentária Registrados no CRO/SP ,Técnicos de Prótese Dentária Registrados no CRO/SP (Coeficiente por dois mil habitantes),Renda per Capita - Censo Demográfico (Em reais correntes),Domicílios Particulares com Renda per Capita até 1/2 Salário Mínimo - Censo Demográfico (Em %),Domicílios Particulares com Renda per Capita até 1/4 do Salário Mínimo - Censo Demográfico (Em %),Area,densidade
385,97.78,98.98,91.95,42149,18602,5007,1178,12434,4928,0.42,1637,988,384,1058,1074,109,93,773,1463,296,128,871,67,577,982,4.88,33.18,2.55,21.98,37.41,9093,1.66,4429,3.4,28,477,568,2717,869,5,0.722,452,0.8140000000000001,0.639,0.7240000000000001,30,65,58,36,2.38,35,2.31,13.53,50.77,71.33,110,7.3,8,164.74,69,3123.59,270175.25,17991.29,0.012745,15199,7550,7649,98.71,14870,329,97.84,777,576,193,805,864,659,459,73,4.82,19,2.51,53,3.5,0,0.0,8,0.53,21,1.39,1,0.13,558.08,21.75,5.33,356.05,42.68782474371577
386,99.62,99.54,98.82,79229,19144,11888,6282,31776,10139,0.45,8819,3850,1590,5470,5058,551,1834,1751,7450,1634,5981,1215,129,1762,3582,47.21,9.59,1.02,13.91,28.27,29641,1.48,15591,2.81,169,1313,1877,7890,2797,4,0.762,151,0.836,0.7390000000000001,0.7170000000000001,35,72,62,97,2.2,78,1.77,14.13,54.46,81.53,328,7.49,11,78.0,245,3655.08,1235133.36,28309.92,0.058265,44180,22105,22075,100.14,40038,4142,90.62,2161,1673,557,2176,2127,1668,1211,119,2.7,71,3.23,84,1.91,6,0.14,56,1.27,101,2.3,5,0.23,577.9,22.1,6.67,1001.492,44.11418164099164
387,98.4,99.82,86.69,26045,120,2465,14933,6328,2198,0.48,1526,1192,347,1056,1158,157,529,485,1270,434,374,455,29,449,1411,13.76,16.74,1.07,16.52,51.91,10325,1.75,6205,2.91,73,285,182,2185,1391,4,0.7190000000000001,476,0.815,0.642,0.7090000000000001,34,82,49,0,0.0,0,0.0,11.85,46.01,76.2,142,7.86,2,35.24,118,4154.93,273661.48,15223.71,0.012909,18230,9161,9069,101.01,5496,12734,30.15,1021,833,275,1008,873,704,525,79,4.35,18,1.98,24,1.32,5,0.28,9,0.5,35,1.93,2,0.22,558.87,28.07,9.58,809.576,22.51796001857762
388,99.34,100.0,97.5,12997,3248,1114,2003,5113,1519,0.62,1503,538,228,954,772,87,554,235,954,298,140,1188,11,323,379,6.86,58.21,0.54,15.83,18.57,4119,1.51,2362,2.63,106,262,387,431,571,0,0.7490000000000001,236,0.8370000000000001,0.6679999999999999,0.7509999999999999,38,81,62,0,0.0,0,0.0,10.64,42.23,95.35,53,8.55,1,53.02,40,3824.09,231581.88,37539.61,0.010924,6269,3185,3084,103.27,5706,563,91.02,279,210,71,295,303,212,155,32,5.13,12,3.85,8,1.28,2,0.32,5,0.8,23,3.69,0,0.0,743.63,11.63,2.47,155.186,40.39668526800097
389,96.34,99.03,88.43,45578,125,1761,35474,5896,2321,1.16,2671,1901,765,1912,1681,214,961,1156,1792,663,1639,161,70,1194,1508,35.85,3.52,1.53,26.12,32.98,10307,1.89,5947,3.28,88,717,451,1491,1605,8,0.7170000000000001,494,0.8390000000000001,0.631,0.6970000000000001,44,79,60,30,1.52,30,1.52,12.45,45.17,61.52,101,5.17,12,181.08,72,2918.52,593650.23,30760.67,0.028004,19962,10081,9881,102.02,17183,2779,86.08,1089,820,271,1043,1026,843,642,21,1.06,12,1.22,15,0.76,0,0.0,8,0.41,42,2.13,1,0.1,524.96,26.47,7.94,1018.724,19.595101322831308
390,99.31,99.74,98.35,9776,53,903,4788,3069,962,0.21,472,312,97,326,313,48,198,110,358,118,465,2,4,81,232,59.31,0.26,0.51,10.33,29.59,2584,1.5,1393,2.78,20,126,130,542,367,6,0.732,370,0.8420000000000001,0.655,0.7120000000000001,33,81,58,0,0.0,0,0.0,11.09,43.79,121.64,27,6.96,1,85.69,20,2695.42,98636.91,25467.83,0.004653,3892,1979,1913,103.45,3568,324,91.68,152,116,39,151,163,154,115,2,0.51,6,3.09,13,3.35,1,0.26,2,0.51,22,5.66,0,0.0,554.43,19.43,4.55,140.35399999999998,27.72988301010303
391,99.77,99.93,98.94,15571,1500,3210,705,7380,2775,-0.32,2019,806,328,1051,1282,164,403,794,1286,342,453,1162,79,418,713,16.04,41.13,2.8,14.8,25.24,6190,1.71,3471,3.04,65,427,319,1127,779,2,0.737,330,0.83,0.696,0.693,35,68,57,32,3.04,26,2.47,10.12,41.98,129.34,84,7.95,2,65.1,64,2980.9,358234.18,33795.68,0.016899,10507,5312,5195,102.25,9053,1454,86.16,397,302,101,423,464,387,278,39,3.7,19,3.61,23,2.18,0,0.0,6,0.57,9,0.85,1,0.19,535.59,23.65,7.59,366.664,28.655662950276003
392,90.28,99.49,87.95,21768,4777,5838,2710,5991,2453,1.38,1205,960,437,777,838,113,487,573,896,209,370,243,35,205,1312,17.09,11.22,1.62,9.47,60.6,3885,1.6,2096,2.97,32,269,341,479,668,0,0.727,418,0.821,0.652,0.718,40,60,43,0,0.0,0,0.0,12.85,48.87,62.87,40,6.42,3,146.48,26,2998.85,283090.23,46075.88,0.013354,6392,3224,3168,101.77,5657,735,88.5,396,302,99,366,332,277,201,7,1.11,2,0.63,13,2.06,0,0.0,6,0.95,32,5.07,0,0.0,585.38,17.97,5.33,209.894,30.453466988098754
393,97.16,99.49,84.89,27747,1268,7053,2473,12453,4500,0.43,2308,2118,542,1795,1885,204,798,563,2313,752,795,155,102,720,2654,17.96,3.5,2.3,16.27,59.96,9388,2.03,4717,4.05,19,497,355,2781,1008,11,0.736,339,0.862,0.6779999999999999,0.682,32,70,51,150,7.82,150,7.82,15.03,55.56,68.97,136,7.12,8,130.61,95,3394.07,526935.96,27711.59,0.024857,19251,9473,9778,96.88,13610,5641,70.7,1084,873,289,1082,982,795,601,201,10.48,20,2.09,156,8.14,2,0.1,49,2.56,281,14.66,1,0.1,501.4,31.81,11.61,359.414,53.56218733827842
394,100.0,99.83,98.98,5358,432,352,1994,1851,730,0.11,194,135,29,118,162,20,64,50,154,61,59,28,17,37,188,17.93,8.51,5.17,11.25,57.14,1398,1.47,760,2.7,16,39,54,356,173,0,0.721,460,0.8420000000000001,0.619,0.72,28,60,63,0,0.0,0,0.0,17.06,70.28,134.8,21,10.23,3,507.61,14,3255.81,48813.24,23811.33,0.002303,2054,1038,1016,102.17,1719,335,83.69,77,63,21,84,89,70,47,7,3.41,3,2.92,5,2.44,0,0.0,0,0.0,7,3.41,0,0.0,460.04,11.6,2.56,84.73700000000002,24.239706385640268
395,98.65,99.87,98.27,53733,31796,3104,5445,10235,3154,1.08,3104,1146,637,1972,1453,188,728,749,2138,635,634,2238,62,464,852,14.92,52.66,1.46,10.92,20.05,7301,1.94,4565,3.1,61,328,204,1090,1052,1,0.73,388,0.826,0.6779999999999999,0.696,40,81,52,35,2.44,23,1.61,14.25,54.91,69.35,90,6.35,3,66.06,68,3294.57,900986.99,64214.03,0.042502,14463,7278,7185,101.29,12307,2156,85.09,813,616,204,794,767,587,413,29,2.03,15,2.1,12,0.84,6,0.42,7,0.49,53,3.7,1,0.14,548.69,21.84,6.49,602.8480000000002,23.991122140240982
